"dep","jour","hosp","rea","radc","dcc","dc","rad"
"81",2020-08-04,4,1,123,23,0,0
"82",2020-08-04,4,0,42,7,0,0
"83",2020-08-04,54,2,1010,140,0,0
"84",2020-08-04,7,2,262,38,0,0
"85",2020-08-04,8,0,268,42,0,1
"86",2020-08-04,2,0,148,40,0,0
"87",2020-08-04,3,0,133,25,0,0
"88",2020-08-04,9,0,741,266,0,0
"89",2020-08-04,9,3,390,94,0,1
"90",2020-08-04,3,0,558,200,0,0
"91",2020-08-04,242,14,2482,538,0,0
"92",2020-08-04,569,37,4563,1093,0,3
"93",2020-08-04,463,22,3945,1012,0,12
"94",2020-08-04,304,12,4460,1212,1,9
"95",2020-08-04,230,7,2703,718,1,6
"971",2020-08-04,4,0,85,17,0,0
"972",2020-08-04,8,3,95,16,1,0
"973",2020-08-04,123,26,1115,42,1,21
"974",2020-08-04,17,3,164,5,0,1
"976",2020-08-04,12,2,424,28,0,0
"1",2020-08-05,27,1,452,105,0,0
"2",2020-08-05,47,5,1097,280,0,0
"3",2020-08-05,2,0,203,41,0,0
"4",2020-08-05,2,0,131,13,0,0
"5",2020-08-05,3,0,134,18,0,1
"6",2020-08-05,43,4,783,190,0,0
"7",2020-08-05,2,1,449,110,0,0
"8",2020-08-05,3,0,219,60,0,0
"9",2020-08-05,0,0,33,2,0,0
"10",2020-08-05,21,0,632,137,0,0
"11",2020-08-05,3,1,236,59,0,0
"12",2020-08-05,3,1,148,24,0,4
"13",2020-08-05,280,10,3458,568,0,1
"14",2020-08-05,12,1,333,85,0,3
"15",2020-08-05,6,1,52,9,0,0
"16",2020-08-05,1,0,61,13,0,0
"17",2020-08-05,7,1,149,51,0,0
"18",2020-08-05,6,0,198,85,0,0
"19",2020-08-05,1,0,159,37,0,0
"21",2020-08-05,2,0,955,251,1,0
"22",2020-08-05,2,0,227,39,0,0
"23",2020-08-05,1,1,81,14,0,0
"24",2020-08-05,1,0,98,14,0,0
"25",2020-08-05,1,0,641,151,0,0
"26",2020-08-05,7,2,538,129,0,2
"27",2020-08-05,33,0,249,85,0,0
"28",2020-08-05,18,3,585,142,0,0
"29",2020-08-05,6,0,192,44,0,1
"2A",2020-08-05,7,0,144,48,0,0
"2B",2020-08-05,0,0,108,11,0,0
"30",2020-08-05,6,1,367,97,0,0
"31",2020-08-05,22,5,682,73,0,4
"32",2020-08-05,1,0,88,23,0,0
"34",2020-08-05,5,0,717,123,0,1
"35",2020-08-05,33,6,492,88,0,3
"36",2020-08-05,54,1,138,79,0,19
"37",2020-08-05,23,3,361,87,0,0
"38",2020-08-05,24,1,712,153,0,0
"39",2020-08-05,1,0,327,60,0,0
"40",2020-08-05,2,0,76,13,0,1
"41",2020-08-05,37,0,306,63,0,0
"42",2020-08-05,74,2,979,248,0,0
"43",2020-08-05,1,0,106,18,0,0
"44",2020-08-05,8,0,743,164,0,2
"45",2020-08-05,32,4,635,103,0,0
"46",2020-08-05,0,0,70,22,0,0
"47",2020-08-05,2,1,79,11,0,0
"48",2020-08-05,0,0,24,1,0,0
"49",2020-08-05,36,3,639,141,0,2
"50",2020-08-05,25,0,152,48,0,1
"51",2020-08-05,71,5,1007,267,0,1
"52",2020-08-05,19,0,258,90,0,0
"53",2020-08-05,13,2,219,46,0,0
"54",2020-08-05,55,1,1241,361,1,1
"55",2020-08-05,2,0,502,103,0,1
"56",2020-08-05,21,1,434,96,0,0
"57",2020-08-05,122,3,2537,844,0,0
"58",2020-08-05,0,0,99,28,0,0
"59",2020-08-05,180,22,2570,668,0,17
"60",2020-08-05,135,5,1196,418,0,2
"61",2020-08-05,23,2,246,40,0,1
"62",2020-08-05,85,10,1410,320,0,1
"63",2020-08-05,16,0,179,43,0,0
"64",2020-08-05,1,0,227,27,0,0
"65",2020-08-05,2,2,158,27,0,1
"66",2020-08-05,0,0,282,34,0,0
"67",2020-08-05,160,3,2649,671,0,0
"68",2020-08-05,145,3,3005,825,1,0
"69",2020-08-05,82,8,3116,664,0,4
"70",2020-08-05,0,0,309,77,0,0
"71",2020-08-05,3,1,785,201,0,1
"72",2020-08-05,35,3,388,85,1,5
"73",2020-08-05,3,0,423,73,0,0
"74",2020-08-05,65,1,877,168,0,2
"75",2020-08-05,272,35,6442,1783,2,9
"76",2020-08-05,31,1,826,184,0,0
"77",2020-08-05,192,28,2731,706,1,4
"78",2020-08-05,281,21,2340,528,0,2
"79",2020-08-05,1,0,68,22,0,0
"80",2020-08-05,41,1,755,233,0,0
"81",2020-08-05,4,1,123,23,0,0
"82",2020-08-05,3,0,43,7,0,1
"83",2020-08-05,51,2,1013,140,0,3
"84",2020-08-05,7,2,262,38,0,0
"85",2020-08-05,9,0,269,42,0,1
"86",2020-08-05,2,0,148,40,0,0
"87",2020-08-05,3,0,133,25,0,0
"88",2020-08-05,9,0,741,266,0,0
"89",2020-08-05,10,3,390,94,0,0
"90",2020-08-05,4,0,558,200,0,0
"91",2020-08-05,242,15,2485,538,0,3
"92",2020-08-05,578,39,4566,1093,0,3
"93",2020-08-05,461,22,3950,1012,0,5
"94",2020-08-05,311,14,4463,1212,0,3
"95",2020-08-05,228,6,2707,719,1,4
"971",2020-08-05,4,0,85,17,0,0
"972",2020-08-05,6,3,97,16,0,2
"973",2020-08-05,128,25,1133,43,1,18
"974",2020-08-05,17,3,165,5,0,1
"976",2020-08-05,9,2,426,28,0,2
"1",2020-08-06,27,1,452,105,0,0
"2",2020-08-06,47,6,1100,280,0,3
"3",2020-08-06,2,0,203,41,0,0
"4",2020-08-06,2,0,132,13,0,1
"5",2020-08-06,3,0,134,18,0,0
"6",2020-08-06,46,5,784,190,0,1
"7",2020-08-06,2,1,449,110,0,0
"8",2020-08-06,3,0,219,60,0,0
"9",2020-08-06,0,0,33,2,0,0
"10",2020-08-06,21,0,634,137,0,2
"11",2020-08-06,3,1,236,59,0,0
"12",2020-08-06,4,1,148,24,0,0
"13",2020-08-06,279,10,3459,568,0,1
"14",2020-08-06,12,1,333,85,0,0
"15",2020-08-06,5,1,52,9,0,0
"16",2020-08-06,1,0,61,13,0,0
"17",2020-08-06,7,1,149,51,0,0
"18",2020-08-06,5,0,199,85,0,1
"19",2020-08-06,1,0,159,37,0,0
"21",2020-08-06,2,0,956,251,0,1
"22",2020-08-06,2,0,227,39,0,0
"23",2020-08-06,1,1,81,14,0,0
"24",2020-08-06,1,0,98,14,0,0
"25",2020-08-06,1,0,641,151,0,0
"26",2020-08-06,7,2,538,129,0,0
"27",2020-08-06,36,0,249,85,0,0
"28",2020-08-06,18,3,586,142,0,1
"29",2020-08-06,6,0,192,44,0,0
"2A",2020-08-06,7,0,144,48,0,0
"2B",2020-08-06,0,0,108,11,0,0
"30",2020-08-06,6,1,367,97,0,0
"31",2020-08-06,22,5,682,73,0,0
"32",2020-08-06,1,0,88,23,0,0
"33",2020-08-06,29,6,980,159,0,5
"34",2020-08-06,4,0,719,123,0,2
"35",2020-08-06,32,6,493,88,0,1
"36",2020-08-06,41,1,150,80,1,12
"37",2020-08-06,23,1,362,87,0,1
"38",2020-08-06,25,2,712,153,0,0
"39",2020-08-06,0,0,328,60,0,1
"40",2020-08-06,2,0,76,13,0,0
"41",2020-08-06,37,0,306,63,0,0
"42",2020-08-06,74,2,979,248,0,0
"43",2020-08-06,1,0,107,18,0,1
"44",2020-08-06,12,2,745,164,0,2
"45",2020-08-06,31,4,636,103,0,1
"46",2020-08-06,0,0,70,22,0,0
"47",2020-08-06,2,1,79,11,0,0
"48",2020-08-06,0,0,24,1,0,0
"49",2020-08-06,30,4,647,141,0,8
"50",2020-08-06,24,0,153,48,0,1
"51",2020-08-06,64,6,1013,267,0,6
"52",2020-08-06,19,0,258,90,0,0
"53",2020-08-06,14,3,221,46,0,2
"54",2020-08-06,52,1,1244,361,0,3
"55",2020-08-06,2,0,502,103,0,0
"56",2020-08-06,20,1,434,96,0,0
"57",2020-08-06,120,3,2543,845,1,6
"58",2020-08-06,0,0,99,28,0,0
"59",2020-08-06,181,21,2572,668,0,2
"60",2020-08-06,135,4,1197,418,0,1
"61",2020-08-06,23,2,246,40,0,0
"62",2020-08-06,81,9,1414,320,0,4
"63",2020-08-06,16,0,179,43,0,0
"64",2020-08-06,1,0,227,27,0,0
"65",2020-08-06,3,3,158,27,0,0
"66",2020-08-06,0,0,282,34,0,0
"67",2020-08-06,136,3,2674,671,0,25
"68",2020-08-06,145,3,3008,825,0,3
"69",2020-08-06,81,8,3120,664,0,4
"70",2020-08-06,0,0,309,77,0,0
"71",2020-08-06,3,1,785,201,0,0
"72",2020-08-06,37,3,389,85,0,1
"73",2020-08-06,3,0,423,73,0,0
"74",2020-08-06,58,1,884,168,0,7
"75",2020-08-06,273,36,6453,1784,1,11
"76",2020-08-06,31,1,826,184,0,0
"77",2020-08-06,193,27,2732,706,0,1
"78",2020-08-06,277,22,2350,528,0,10
"79",2020-08-06,1,0,68,22,0,0
"80",2020-08-06,40,1,756,233,0,1
"81",2020-08-06,3,1,123,23,0,0
"82",2020-08-06,3,0,43,7,0,0
"83",2020-08-06,50,2,1015,140,0,2
"84",2020-08-06,7,2,262,38,0,0
"85",2020-08-06,8,0,270,42,0,1
"86",2020-08-06,1,0,149,40,0,1
"87",2020-08-06,3,0,133,25,0,0
"88",2020-08-06,7,0,743,266,0,2
"89",2020-08-06,14,3,390,94,0,0
"90",2020-08-06,4,0,558,200,0,0
"91",2020-08-06,242,15,2485,538,0,0
"92",2020-08-06,550,39,4598,1096,3,32
"93",2020-08-06,460,23,3960,1012,0,10
"94",2020-08-06,319,18,4467,1212,0,4
"95",2020-08-06,229,5,2709,719,0,2
"971",2020-08-06,3,0,86,17,0,1
"972",2020-08-06,6,2,97,16,0,0
"973",2020-08-06,128,24,1154,44,1,21
"974",2020-08-06,18,3,165,5,0,0
"976",2020-08-06,8,1,427,28,0,1
"1",2020-08-07,27,1,454,105,0,2
"2",2020-08-07,46,5,1101,280,0,1
"3",2020-08-07,2,0,203,41,0,0
"4",2020-08-07,2,0,132,13,0,0
"5",2020-08-07,3,0,135,18,0,1
"6",2020-08-07,50,7,787,190,0,3
"7",2020-08-07,2,1,450,110,0,1
"8",2020-08-07,2,0,219,60,0,0
"9",2020-08-07,0,0,33,2,0,0
"10",2020-08-07,21,0,634,137,0,0
"11",2020-08-07,3,1,236,59,0,0
"12",2020-08-07,4,1,148,24,0,0
"13",2020-08-07,285,8,3468,568,0,9
"14",2020-08-07,12,1,333,85,0,0
"15",2020-08-07,5,1,52,9,0,0
"16",2020-08-07,1,0,61,13,0,0
"17",2020-08-07,7,1,149,51,0,0
"18",2020-08-07,5,0,200,85,0,1
"19",2020-08-07,2,0,159,37,0,0
"21",2020-08-07,2,0,956,251,0,0
"22",2020-08-07,2,0,227,39,0,0
"23",2020-08-07,1,1,81,14,0,0
"24",2020-08-07,1,0,98,14,0,0
"25",2020-08-07,1,0,641,151,0,0
"26",2020-08-07,6,2,539,129,0,1
"27",2020-08-07,36,0,249,85,0,0
"28",2020-08-07,18,3,586,142,0,0
"29",2020-08-07,6,0,192,44,0,0
"2A",2020-08-07,7,0,144,48,0,0
"2B",2020-08-07,0,0,108,11,0,0
"30",2020-08-07,6,1,367,97,0,0
"31",2020-08-07,22,5,682,73,0,0
"32",2020-08-07,1,0,88,23,0,0
"33",2020-08-07,28,5,980,160,1,0
"34",2020-08-07,3,0,721,123,0,2
"35",2020-08-07,33,5,493,89,1,0
"36",2020-08-07,41,1,150,80,0,0
"37",2020-08-07,22,1,363,87,0,1
"38",2020-08-07,22,2,717,153,0,5
"39",2020-08-07,0,0,328,60,0,0
"40",2020-08-07,2,0,76,13,0,0
"41",2020-08-07,35,0,308,63,0,2
"42",2020-08-07,76,3,979,248,0,0
"43",2020-08-07,1,0,107,18,0,0
"44",2020-08-07,15,2,746,164,0,1
"45",2020-08-07,21,4,646,103,0,10
"46",2020-08-07,0,0,70,22,0,0
"47",2020-08-07,2,1,79,11,0,0
"48",2020-08-07,0,0,24,1,0,0
"49",2020-08-07,24,4,654,141,0,7
"50",2020-08-07,24,0,153,48,0,0
"51",2020-08-07,42,6,1035,269,2,22
"52",2020-08-07,18,0,259,90,0,1
"53",2020-08-07,15,3,221,46,0,0
"54",2020-08-07,52,1,1248,361,0,4
"55",2020-08-07,1,0,503,103,0,1
"56",2020-08-07,19,1,436,96,0,2
"57",2020-08-07,120,3,2544,845,0,1
"58",2020-08-07,0,0,99,28,0,0
"59",2020-08-07,177,22,2584,668,0,12
"60",2020-08-07,138,4,1197,418,0,0
"61",2020-08-07,23,2,247,40,0,1
"62",2020-08-07,83,9,1414,320,0,0
"63",2020-08-07,18,0,180,43,0,1
"64",2020-08-07,1,0,227,27,0,0
"65",2020-08-07,3,3,158,27,0,0
"66",2020-08-07,0,0,282,34,0,0
"67",2020-08-07,135,3,2675,671,0,1
"68",2020-08-07,146,4,3008,825,0,0
"69",2020-08-07,83,8,3122,664,0,2
"70",2020-08-07,0,0,309,77,0,0
"71",2020-08-07,3,1,785,201,0,0
"72",2020-08-07,38,3,389,85,0,0
"73",2020-08-07,5,0,424,73,0,1
"74",2020-08-07,44,1,898,168,0,14
"75",2020-08-07,277,38,6458,1785,1,5
"76",2020-08-07,31,1,826,184,0,0
"77",2020-08-07,190,24,2741,707,1,9
"78",2020-08-07,280,22,2351,529,1,1
"79",2020-08-07,1,0,68,22,0,0
"80",2020-08-07,40,2,757,233,0,1
"81",2020-08-07,3,1,123,23,0,0
"82",2020-08-07,3,0,43,7,0,0
"83",2020-08-07,49,1,1016,140,0,1
"84",2020-08-07,7,2,262,38,0,0
"85",2020-08-07,7,0,270,42,0,0
"86",2020-08-07,1,0,149,40,0,0
"87",2020-08-07,3,0,133,25,0,0
"88",2020-08-07,6,0,744,266,0,1
"89",2020-08-07,14,3,390,94,0,0
"90",2020-08-07,4,0,558,200,0,0
"91",2020-08-07,241,15,2488,538,0,3
"92",2020-08-07,553,39,4599,1096,0,1
"93",2020-08-07,461,26,3968,1013,1,8
"94",2020-08-07,311,16,4473,1216,4,6
"95",2020-08-07,229,3,2712,719,0,3
"971",2020-08-07,3,0,86,17,0,0
"972",2020-08-07,5,1,97,16,0,0
"973",2020-08-07,122,21,1171,44,0,17
"974",2020-08-07,20,2,165,5,0,0
"976",2020-08-07,8,1,427,28,0,0
"1",2020-08-08,27,1,454,105,0,0
"2",2020-08-08,48,8,1101,280,0,0
"3",2020-08-08,2,0,203,41,0,0
"4",2020-08-08,2,0,132,13,0,0
"5",2020-08-08,3,0,135,18,0,0
"6",2020-08-08,51,7,788,190,0,1
"7",2020-08-08,2,1,450,110,0,0
"8",2020-08-08,2,0,219,60,0,0
"9",2020-08-08,0,0,33,2,0,0
"10",2020-08-08,22,0,635,137,0,1
"11",2020-08-08,3,1,236,59,0,0
"12",2020-08-08,4,1,148,24,0,0
"13",2020-08-08,283,8,3470,568,0,2
"14",2020-08-08,12,1,333,85,0,0
"15",2020-08-08,5,1,52,9,0,0
"16",2020-08-08,1,0,61,13,0,0
"17",2020-08-08,7,1,149,51,0,0
"18",2020-08-08,5,0,200,85,0,0
"19",2020-08-08,2,0,159,37,0,0
"21",2020-08-08,2,0,956,251,0,0
"22",2020-08-08,2,0,228,39,0,1
"23",2020-08-08,1,1,81,14,0,0
"24",2020-08-08,1,0,98,14,0,0
"25",2020-08-08,1,0,641,151,0,0
"26",2020-08-08,6,2,539,129,0,0
"27",2020-08-08,36,0,249,85,0,0
"28",2020-08-08,18,3,586,142,0,0
"29",2020-08-08,6,0,192,44,0,0
"2A",2020-08-08,7,0,144,48,0,0
"2B",2020-08-08,0,0,108,11,0,0
"30",2020-08-08,5,1,368,97,0,1
"31",2020-08-08,22,5,683,73,0,1
"32",2020-08-08,1,0,88,23,0,0
"33",2020-08-08,28,5,980,160,0,0
"34",2020-08-08,4,0,722,123,0,1
"35",2020-08-08,33,5,493,89,0,0
"36",2020-08-08,41,1,150,80,0,0
"37",2020-08-08,22,1,363,87,0,0
"38",2020-08-08,22,2,717,153,0,0
"39",2020-08-08,0,0,328,60,0,0
"40",2020-08-08,2,0,76,13,0,0
"41",2020-08-08,35,0,308,63,0,0
"42",2020-08-08,76,3,979,248,0,0
"43",2020-08-08,1,0,107,18,0,0
"44",2020-08-08,15,2,746,164,0,0
"45",2020-08-08,21,4,646,103,0,0
"46",2020-08-08,0,0,70,22,0,0
"47",2020-08-08,3,1,79,11,0,0
"48",2020-08-08,0,0,24,1,0,0
"49",2020-08-08,24,4,654,141,0,0
"51",2020-08-08,42,6,1036,269,0,1
"52",2020-08-08,17,0,260,90,0,1
"53",2020-08-08,15,3,222,46,0,1
"54",2020-08-08,52,1,1248,361,0,0
"55",2020-08-08,1,0,503,103,0,0
"56",2020-08-08,19,1,436,96,0,0
"57",2020-08-08,116,3,2548,845,0,4
"58",2020-08-08,0,0,99,28,0,0
"59",2020-08-08,178,22,2585,668,0,1
"60",2020-08-08,138,4,1198,418,0,1
"61",2020-08-08,23,2,247,40,0,0
"62",2020-08-08,83,9,1414,320,0,0
"63",2020-08-08,18,0,180,43,0,0
"64",2020-08-08,1,0,227,27,0,0
"65",2020-08-08,3,3,158,27,0,0
"66",2020-08-08,0,0,282,34,0,0
"67",2020-08-08,132,3,2678,671,0,3
"68",2020-08-08,146,4,3008,825,0,0
"69",2020-08-08,83,8,3123,664,0,1
"70",2020-08-08,0,0,309,77,0,0
"71",2020-08-08,3,1,785,201,0,0
"72",2020-08-08,38,3,389,85,0,0
"73",2020-08-08,5,0,424,73,0,0
"74",2020-08-08,43,1,900,168,0,2
"75",2020-08-08,281,38,6462,1786,1,4
"77",2020-08-08,193,24,2745,707,0,4
"78",2020-08-08,282,22,2352,529,0,1
"79",2020-08-08,1,0,68,22,0,0
"80",2020-08-08,40,2,757,233,0,0
"81",2020-08-08,3,2,123,23,0,0
"82",2020-08-08,3,0,44,7,0,1
"83",2020-08-08,49,1,1016,140,0,0
"84",2020-08-08,9,1,262,38,0,0
"85",2020-08-08,7,0,270,42,0,0
"86",2020-08-08,1,0,149,40,0,0
"87",2020-08-08,3,0,133,25,0,0
"88",2020-08-08,6,0,744,266,0,0
"89",2020-08-08,13,3,391,94,0,1
"90",2020-08-08,4,0,558,200,0,0
"91",2020-08-08,241,15,2488,538,0,0
"92",2020-08-08,553,39,4599,1096,0,0
"93",2020-08-08,460,27,3972,1013,0,4
"94",2020-08-08,312,17,4474,1216,0,1
"95",2020-08-08,228,3,2715,719,0,3
"971",2020-08-08,3,2,88,17,0,2
"972",2020-08-08,5,1,97,16,0,0
"973",2020-08-08,124,19,1185,45,1,14
"974",2020-08-08,22,4,165,5,0,0
"976",2020-08-08,9,1,427,28,0,0
"1",2020-08-09,27,1,454,105,0,0
"2",2020-08-09,48,8,1101,280,0,0
"3",2020-08-09,2,0,203,41,0,0
"4",2020-08-09,2,0,132,13,0,0
"5",2020-08-09,4,0,135,18,0,0
"6",2020-08-09,51,7,788,190,0,0
"7",2020-08-09,2,1,450,110,0,0
"8",2020-08-09,2,0,219,60,0,0
"9",2020-08-09,0,0,33,2,0,0
"10",2020-08-09,21,0,636,137,0,1
"11",2020-08-09,3,1,236,59,0,0
"12",2020-08-09,4,1,148,24,0,0
"13",2020-08-09,282,8,3471,568,0,1
"14",2020-08-09,12,1,333,85,0,0
"15",2020-08-09,5,1,52,9,0,0
"16",2020-08-09,1,0,61,13,0,0
"17",2020-08-09,7,1,149,51,0,0
"18",2020-08-09,6,0,200,85,0,0
"19",2020-08-09,2,0,159,37,0,0
"21",2020-08-09,2,0,956,251,0,0
"22",2020-08-09,2,0,228,39,0,0
"23",2020-08-09,1,1,81,14,0,0
"24",2020-08-09,1,0,98,14,0,0
"25",2020-08-09,1,0,641,151,0,0
"26",2020-08-09,6,2,539,129,0,0
"27",2020-08-09,36,0,249,85,0,0
"28",2020-08-09,18,3,586,142,0,0
"29",2020-08-09,6,0,192,44,0,0
"2A",2020-08-09,7,0,144,48,0,0
"2B",2020-08-09,0,0,108,11,0,0
"30",2020-08-09,5,1,368,97,0,0
"31",2020-08-09,22,5,683,73,0,0
"32",2020-08-09,1,0,88,23,0,0
"33",2020-08-09,28,5,980,160,0,0
"34",2020-08-09,5,0,722,123,0,0
"35",2020-08-09,33,5,493,89,0,0
"36",2020-08-09,41,1,150,80,0,0
"37",2020-08-09,22,1,363,87,0,0
"38",2020-08-09,22,2,717,153,0,0
"39",2020-08-09,0,0,328,60,0,0
"40",2020-08-09,2,0,76,13,0,0
"41",2020-08-09,35,0,308,63,0,0
"42",2020-08-09,76,3,979,248,0,0
"43",2020-08-09,1,0,107,18,0,0
"44",2020-08-09,15,2,746,164,0,0
"45",2020-08-09,21,4,646,103,0,0
"46",2020-08-09,0,0,70,22,0,0
"47",2020-08-09,4,1,79,11,0,0
"48",2020-08-09,0,0,24,1,0,0
"49",2020-08-09,24,4,654,141,0,0
"50",2020-08-09,25,0,152,48,0,0
"51",2020-08-09,42,6,1036,269,0,0
"52",2020-08-09,18,0,260,90,0,0
"53",2020-08-09,18,2,222,46,0,0
"54",2020-08-09,52,1,1248,361,0,0
"55",2020-08-09,1,0,503,103,0,0
"56",2020-08-09,19,1,436,96,0,0
"57",2020-08-09,116,3,2548,845,0,0
"58",2020-08-09,0,0,99,28,0,0
"59",2020-08-09,178,22,2585,668,0,0
"60",2020-08-09,138,4,1198,418,0,0
"61",2020-08-09,23,2,247,40,0,0
"62",2020-08-09,83,9,1414,320,0,0
"63",2020-08-09,18,0,180,43,0,0
"64",2020-08-09,1,0,227,27,0,0
"65",2020-08-09,3,3,158,27,0,0
"66",2020-08-09,0,0,282,34,0,0
"67",2020-08-09,132,3,2678,671,0,0
"68",2020-08-09,146,4,3008,825,0,0
"69",2020-08-09,83,8,3123,664,0,0
"70",2020-08-09,0,0,309,77,0,0
"71",2020-08-09,3,1,785,201,0,0
"72",2020-08-09,38,3,389,85,0,0
"73",2020-08-09,5,0,424,73,0,0
"74",2020-08-09,43,1,900,168,0,0
"75",2020-08-09,283,40,6463,1786,0,1
"76",2020-08-09,32,1,825,184,0,0
"77",2020-08-09,194,24,2745,707,0,0
"78",2020-08-09,282,22,2352,529,0,0
"79",2020-08-09,1,0,68,22,0,0
"80",2020-08-09,40,2,757,233,0,0
"81",2020-08-09,2,2,124,23,0,1
"82",2020-08-09,3,0,44,7,0,0
"83",2020-08-09,49,1,1016,140,0,0
"84",2020-08-09,9,1,262,38,0,0
"85",2020-08-09,7,0,270,42,0,0
"86",2020-08-09,1,0,149,40,0,0
"87",2020-08-09,3,0,133,25,0,0
"88",2020-08-09,6,0,744,266,0,0
"89",2020-08-09,13,3,391,94,0,0
"90",2020-08-09,4,0,558,200,0,0
"91",2020-08-09,241,15,2488,538,0,0
"92",2020-08-09,554,39,4600,1096,0,1
"93",2020-08-09,461,27,3972,1013,0,0
"94",2020-08-09,312,17,4474,1216,0,0
"95",2020-08-09,228,3,2715,719,0,0
"971",2020-08-09,3,2,88,17,0,0
"972",2020-08-09,5,1,97,16,0,0
"973",2020-08-09,125,20,1185,45,0,0
"974",2020-08-09,22,4,165,5,0,0
"976",2020-08-09,9,1,427,28,0,0
"1",2020-08-10,28,1,455,105,0,1
"2",2020-08-10,49,8,1101,280,0,0
"3",2020-08-10,1,0,205,41,0,2
"4",2020-08-10,2,0,133,13,0,1
"5",2020-08-10,4,0,135,18,0,0
"6",2020-08-10,53,5,791,190,0,3
"7",2020-08-10,2,1,451,110,0,1
"8",2020-08-10,1,0,220,60,0,1
"9",2020-08-10,0,0,33,2,0,0
"10",2020-08-10,21,0,636,137,0,0
"11",2020-08-10,3,1,236,59,0,0
"12",2020-08-10,4,1,148,24,0,0
"13",2020-08-10,283,8,3476,570,2,5
"14",2020-08-10,15,1,333,85,0,0
"15",2020-08-10,5,1,52,9,0,0
"16",2020-08-10,1,0,61,13,0,0
"17",2020-08-10,7,1,149,51,0,0
"18",2020-08-10,6,0,200,85,0,0
"19",2020-08-10,3,0,159,37,0,0
"21",2020-08-10,2,0,956,251,0,0
"22",2020-08-10,3,0,228,39,0,0
"23",2020-08-10,2,1,81,14,0,0
"24",2020-08-10,1,0,98,14,0,0
"25",2020-08-10,1,0,641,151,0,0
"26",2020-08-10,6,2,539,129,0,0
"27",2020-08-10,34,0,251,85,0,2
"28",2020-08-10,17,2,588,142,0,2
"29",2020-08-10,5,0,193,44,0,1
"2A",2020-08-10,4,0,148,48,0,4
"2B",2020-08-10,0,0,108,11,0,0
"30",2020-08-10,5,1,368,97,0,0
"31",2020-08-10,23,5,683,73,0,0
"32",2020-08-10,1,0,88,23,0,0
"33",2020-08-10,31,6,980,161,1,0
"34",2020-08-10,7,0,723,123,0,1
"35",2020-08-10,32,4,496,89,0,3
"36",2020-08-10,41,1,150,80,0,0
"37",2020-08-10,24,1,363,87,0,0
"38",2020-08-10,24,2,719,153,0,2
"39",2020-08-10,0,0,328,60,0,0
"40",2020-08-10,2,0,76,13,0,0
"41",2020-08-10,35,0,308,63,0,0
"42",2020-08-10,76,3,979,248,0,0
"43",2020-08-10,1,0,107,18,0,0
"44",2020-08-10,19,3,747,165,1,1
"45",2020-08-10,22,4,646,103,0,0
"46",2020-08-10,0,0,70,22,0,0
"47",2020-08-10,4,1,79,11,0,0
"48",2020-08-10,0,0,24,1,0,0
"49",2020-08-10,25,5,655,142,1,1
"50",2020-08-10,25,0,152,48,0,0
"51",2020-08-10,46,6,1036,269,0,0
"52",2020-08-10,18,0,260,90,0,0
"53",2020-08-10,17,3,225,46,0,3
"54",2020-08-10,50,1,1250,362,1,2
"55",2020-08-10,1,0,503,103,0,0
"56",2020-08-10,18,1,437,96,0,1
"57",2020-08-10,116,3,2549,845,0,1
"58",2020-08-10,0,0,99,28,0,0
"59",2020-08-10,173,21,2596,670,2,11
"60",2020-08-10,135,5,1201,418,0,3
"61",2020-08-10,22,2,248,40,0,1
"62",2020-08-10,85,10,1414,321,1,0
"63",2020-08-10,18,0,180,43,0,0
"64",2020-08-10,1,0,227,27,0,0
"65",2020-08-10,4,3,158,27,0,0
"66",2020-08-10,1,1,282,34,0,0
"67",2020-08-10,131,3,2679,671,0,1
"68",2020-08-10,154,4,3013,825,0,5
"69",2020-08-10,71,8,3137,664,0,14
"70",2020-08-10,0,0,309,77,0,0
"71",2020-08-10,3,1,786,201,0,1
"72",2020-08-10,39,2,392,85,0,3
"73",2020-08-10,5,0,424,73,0,0
"74",2020-08-10,43,1,900,168,0,0
"75",2020-08-10,286,39,6469,1788,2,6
"76",2020-08-10,31,1,826,184,0,1
"77",2020-08-10,195,24,2750,707,0,5
"78",2020-08-10,285,23,2352,529,0,0
"79",2020-08-10,1,0,68,22,0,0
"80",2020-08-10,41,2,757,233,0,0
"81",2020-08-10,2,2,124,23,0,0
"82",2020-08-10,3,0,44,7,0,0
"83",2020-08-10,52,1,1016,140,0,0
"84",2020-08-10,11,0,262,38,0,0
"85",2020-08-10,10,2,270,42,0,0
"86",2020-08-10,1,0,149,40,0,0
"87",2020-08-10,3,0,133,25,0,0
"88",2020-08-10,7,0,745,266,0,1
"89",2020-08-10,15,2,393,94,0,2
"90",2020-08-10,3,0,559,200,0,1
"91",2020-08-10,240,16,2493,538,0,5
"92",2020-08-10,558,40,4605,1096,0,5
"93",2020-08-10,455,27,3980,1013,0,8
"94",2020-08-10,318,17,4474,1216,0,0
"95",2020-08-10,225,3,2722,721,2,7
"971",2020-08-10,3,2,88,17,0,0
"972",2020-08-10,5,1,97,16,0,0
"973",2020-08-10,113,21,1213,46,1,28
"974",2020-08-10,23,4,166,5,0,1
"976",2020-08-10,7,1,430,28,0,3
"1",2020-08-11,28,1,455,105,0,0
"2",2020-08-11,52,9,1101,281,1,0
"3",2020-08-11,1,0,207,41,0,2
"4",2020-08-11,2,0,133,13,0,0
